,TMIN,TMAX,PRCP,SNOW
2008-03-22,3.2296500392657634,3.0417239566733567,2.0333158727152645,1.1339631571390116
2008-03-23,3.2248128418751305,3.0406796207929707,2.0305800175975497,1.1351668087826012
2008-03-24,3.2193067300120797,3.0394583280109924,2.027143127380687,1.1354696841690044
2008-03-25,3.2137907553093497,3.0383627654504703,2.024861179686181,1.1360060941406043
2008-03-26,3.209622953326951,3.0374417419731747,2.023271975306959,1.1385177357088445
2008-03-27,3.2062852198179894,3.0366460612942854,2.0215718344468936,1.1429954506546982
2008-03-28,3.2027523704980245,3.0359030834267005,2.0209694065421253,1.144356427418007
2008-03-29,3.199947863670255,3.0352501751390855,2.018380879623323,1.1422765304610543
2008-03-30,3.1982687990189427,3.0346885401554555,2.015822132673365,1.1400082358555395
2008-03-31,3.197265696538998,3.0341017000439683,2.0138825597799004,1.1485008486071167
2008-04-01,3.195257170450911,3.033612900001094,2.015446617834202,1.1551582196814707
2008-04-02,3.192395179735073,3.033006399010686,2.01414591875824,1.152822873829506
2008-04-03,3.190601825071524,3.0324107183396265,2.014487263860631,1.147339717266154
2008-04-04,3.190882706141773,3.0322911847497167,2.018356952678383,1.1437117542143345
2008-04-05,3.1922183615500463,3.032776327229051,2.0225739209144287,1.1356652775610878
2008-04-06,3.1944137667844066,3.033548575471739,2.0250477990177815,1.133676635715157
2008-04-07,3.1974655526772624,3.034628520174449,2.0259366186338443,1.1343729874404838
2008-04-08,3.2008222530275825,3.0356911314667467,2.0263700133760567,1.1340952971564058
2008-04-09,3.203634087854528,3.036389047757558,2.028968999865353,1.1355072982828667
2008-04-10,3.2059088304422927,3.036849958599721,2.034174560097156,1.1364224660270958
2008-04-11,3.2075359468119338,3.0373368251194965,2.0364818167005794,1.1428456483577514
2008-04-12,3.2084666418604844,3.037791346579187,2.0347885314657344,1.1385726850230085
2008-04-13,3.2083992661849496,3.038063166847466,2.0327601877097283,1.1327549263859085
2008-04-14,3.2079420424176908,3.0382465334341227,2.0270126537228306,1.1281202133995865
2008-04-15,3.207371019420249,3.0384474089833833,2.0203935611209203,1.1279749902121534
2008-04-16,3.2074052463461085,3.0386046731844445,2.0162153962655704,1.1242152142221908
2008-04-17,3.207017923891318,3.0387369754752953,2.015491626504129,1.1249799255109714
2008-04-18,3.2065073239334754,3.0389841629151797,2.0166434799305364,1.1239597653271791
2008-04-19,3.2066588079344736,3.0393586017440626,2.0183963522004023,1.1231646356680578
2008-04-20,3.207246388242546,3.0395057586303924,2.0190160411062203,1.12513038196642
2008-04-21,3.2067194898760176,3.0393418764887175,2.019392097892042,1.1259349969238197
2008-04-22,3.2059099911326343,3.0392115288642483,2.0181061939598366,1.1254038202202354
2008-04-23,3.205300335463115,3.0391712964732918,2.0175459566023752,1.1253233587244955
2008-04-24,3.2049019884262586,3.0391618387441115,2.017905456917801,1.125570957717484
2008-04-25,3.204282293930688,3.039187587236862,2.014521298110739,1.1290285124795454
2008-04-26,3.2029227012296624,3.0391567954147263,2.013492791743638,1.1347249247145335
2008-04-27,3.2012138510059955,3.038821923568357,2.0134207670328212,1.1355933201258732
2008-04-28,3.198634463292015,3.038153987616882,2.016643859293197,1.135674762859366
2008-04-29,3.1952667947184374,3.037223620687706,2.019087361286382,1.1359465657169265
2008-04-30,3.191920359608732,3.0361894307238826,2.018253820229411,1.1370242918488906
2008-05-01,3.189240351507774,3.0354304381416366,2.0172750103708266,1.1390148961703273
2008-05-02,3.1869170569179373,3.034866061374208,2.0163606650671833,1.1446521070608888
2008-05-03,3.1847515380639715,3.034495482761838,2.0177923526503267,1.1457115167547982
2008-05-04,3.182285396526879,3.0343890251633967,2.014930142669354,1.145206833470543
2008-05-05,3.1799564463488896,3.0346681965417286,2.010820371482214,1.1432544974214707
2008-05-06,3.178842668908772,3.0350478352123744,2.0067909709844196,1.1417008709793375
2008-05-07,3.1792149384134327,3.0351878665258196,2.0057044763249383,1.1409243848375217
2008-05-08,3.17902295942743,3.0347677436833163,2.0095384237606106,1.1411124554068326
2008-05-09,3.1778871956083004,3.034003029825339,2.0115231137133343,1.141439207578557
2008-05-10,3.1760293229952206,3.0331788375047424,2.012020376869164,1.1430137670927527
2008-05-11,3.1732340506541625,3.0323190078259645,2.0159826030787285,1.1433068301016267
2008-05-12,3.170217977832932,3.031328778126978,2.0183805002606627,1.144064345646886
2008-05-13,3.1677477834909036,3.0305162024888124,2.0183974902883834,1.1450956265252115
2008-05-14,3.1664079633987967,3.0298305096497438,2.021002654969579,1.1452329998106212
2008-05-15,3.1657877122699882,3.0291997876500583,2.024252736173511,1.1454992423209152
2008-05-16,3.1657437971301268,3.0290236173182947,2.025043246665856,1.1455057839059346
2008-05-17,3.166157793374216,3.0293130123456287,2.0239558306970564,1.1454688239505744
2008-05-18,3.1667928677382355,3.0297306332331813,2.0236190921412556,1.145445928403006
2008-05-19,3.1675175177909862,3.030049626029301,2.0235990943095845,1.145445928403006
2008-05-20,3.1681771190008536,3.0303313592663623,2.0241698454322066,1.145436116025477
2008-05-21,3.167971777677616,3.030323632001643,2.024133507908804,1.1453461692314586
2008-05-22,3.1675135982134393,3.0299322549100896,2.0241895451932166,1.1456048889189803
2008-05-23,3.167018296265027,3.0294391204992213,2.0270744085444825,1.1459182308414146
2008-05-24,3.166719501501719,3.0290240983528105,2.0282807547073283,1.1458106217678437
2008-05-25,3.1667714331313688,3.0288810610388355,2.0265775789459792,1.1458665523197604
2008-05-26,3.1670657196765992,3.0288593331219116,2.0270003786310324,1.14585968365549
2008-05-27,3.166530996108553,3.028585437435138,2.0282664202182303,1.1460137379826996
2008-05-28,3.1650842330321667,3.028078579128967,2.0292095157920684,1.1460235503602287
2008-05-29,3.1637982574344243,3.0276219975764826,2.0289833885491166,1.1459113621771442
2008-05-30,3.1631827051218604,3.0274561869053254,2.0284734980361616,1.1458753834595368
2008-05-31,3.163278997741245,3.0275140892845505,2.0269756929607716,1.1458770188557916
2008-06-01,3.1632690647389783,3.0275832301869436,2.025755039406161,1.1457694097822209
2008-06-02,3.16293681278898,3.02759807605167,2.022419818382294,1.1457726805747306
2008-06-03,3.16273290852422,3.027487350912673,2.021770349507632,1.1457779138427462
2008-06-04,3.1628299347284683,3.0272775214231085,2.0226255413335803,1.1458230507793807
2008-06-05,3.1638075362191165,3.027142365889701,2.025447864040541,1.146032708579256
2008-06-06,3.1652425030877183,3.0272838882721453,2.0296201487746544,1.145898279007105
2008-06-07,3.1669248834344184,3.0275575624032793,2.028205044759239,1.145713479230304
2008-06-08,3.1689450511292003,3.027778320387137,2.0307736551383684,1.1457730076539816
2008-06-09,3.1700611756350066,3.0279074123433585,2.0346854261140956,1.1457730076539816
2008-06-10,3.170116015121363,3.027807546957815,2.036793354736794,1.1458878124710739
2008-06-11,3.169462344906303,3.0275581418317956,2.0385373119841397,1.1467820471432408
2008-06-12,3.168498499874388,3.027269432125685,2.0406651300491783,1.1469475492442343
2008-06-13,3.1680344340063793,3.0272069924917,2.041158274410409,1.1469475492442343
2008-06-14,3.167732791473753,3.0272869758121788,2.0413179047984524,1.1469475492442343
2008-06-15,3.167549488196012,3.0273918264893553,2.0418625069948377,1.1469475492442343
2008-06-16,3.167021339469687,3.0273859898984865,2.0413167667104712,1.1469475492442343
2008-06-17,3.165928256979192,3.0272739259288315,2.04036537935277,1.1469491846404891
2008-06-18,3.164548291441351,3.027106240975039,2.039505906148225,1.1469573616217636
2008-06-19,3.1632561609145604,3.0269068056150514,2.036752925516125,1.1469573616217636
2008-06-20,3.1623517208749847,3.0267513215023456,2.0339056732629075,1.1469553991462578
2008-06-21,3.162028998667937,3.026684761746308,2.0340864395706038,1.1469553991462578
2008-06-22,3.1618620782360205,3.026610536363438,2.033686482937175,1.1469553991462578
2008-06-23,3.161585131991796,3.0265820146606273,2.0337483732454915,1.1469580157802655
2008-06-24,3.161206553880529,3.0265975095946045,2.033688813307804,1.146966519840791
2008-06-25,3.160785580699855,3.0266420140849064,2.0334895937164106,1.146966519840791
2008-06-26,3.1608614776159327,3.0266671162397274,2.033345354613447,1.1469645573652851
2008-06-27,3.1609237467220725,3.0266449350117126,2.0327029852400016,1.1469645573652851
2008-06-28,3.1610985944548324,3.0267229042279347,2.0321752375846724,1.1469645573652851
2008-06-29,3.161454699868701,3.026833428421245,2.0321209345295648,1.1469645573652851
2008-06-30,3.1615738559602926,3.026915280513283,2.0310383418860196,1.1469645573652851
2008-07-01,3.1613791718576607,3.0269900179687,2.0287449591170343,1.1469625948897793
2008-07-02,3.1613268838661552,3.0271176162151168,2.0264741213290125,1.1469465680064814
2008-07-03,3.160836622562167,3.027129106032956,2.026917487889728,1.1469465680064814
2008-07-04,3.1602224303683384,3.026918564567708,2.025482575723971,1.1469465680064814
2008-07-05,3.159647155442195,3.026688122382443,2.0233491756083577,1.1469465680064814
2008-07-06,3.15930717265495,3.0264701227462476,2.022156215527959,1.1469446055309755
2008-07-07,3.159142089758001,3.026267015632493,2.023318013675536,1.1469403535007128
2008-07-08,3.158830788189661,3.0260398498376677,2.0259132878302273,1.1469383910252071
2008-07-09,3.1583452835194374,3.0258250098608066,2.0281857785555557,1.1469383910252071
2008-07-10,3.1578176343409377,3.0257086834277445,2.0273921247725957,1.1469383910252071
2008-07-11,3.1577736545182273,3.025722849314543,2.0269009043220003,1.1469383910252071
2008-07-12,3.1578553135541445,3.025824928552167,2.026989079043218,1.1469383910252071
2008-07-13,3.1577718743218277,3.025804733075761,2.027544195004764,1.1469364285497012
2008-07-14,3.157438265307313,3.0257683189796105,2.0277430623308295,1.1469364285497012
2008-07-15,3.1569794261761457,3.0257283520465443,2.027312865073898,1.1469344660741954
2008-07-16,3.156721282455882,3.025681583627888,2.02698328021398,1.1469344660741954
2008-07-17,3.1562082358675148,3.0256000624440627,2.026969839936868,1.1469213829041562
2008-07-18,3.155298132893523,3.025533924406446,2.0267996686863303,1.1469213829041562
2008-07-19,3.1545289810611674,3.0255257154320785,2.025527774075228,1.146938063945956
2008-07-20,3.1548616169047543,3.025732878289168,2.0241659976109365,1.146938063945956
2008-07-21,3.1557761789759797,3.0260623804121094,2.0241075757612297,1.146938063945956
2008-07-22,3.15661340251917,3.026237554083126,2.025298747417658,1.146938063945956
2008-07-23,3.1567600534825937,3.026161801830635,2.028204286033918,1.146939699342211
2008-07-24,3.1561669929778553,3.0260295417691396,2.0319370791259193,1.1469406805799638
2008-07-25,3.1557036166365826,3.0259679091062472,2.033385106400794,1.1469406805799638
2008-07-26,3.15552493977207,3.0259748906551853,2.032218268149299,1.1469406805799638
2008-07-27,3.155316318688632,3.026019196119983,2.030938434019661,1.1469432972139717
2008-07-28,3.154969798222446,3.026098089712705,2.0303532671159426,1.1469432972139717
2008-07-29,3.154572208789981,3.0261733645395354,2.0304575647502285,1.1469442784517245
2008-07-30,3.154351951035138,3.0261917789158463,2.030010648438905,1.1469593240972695
2008-07-31,3.1538775791854956,3.0261691501297134,2.0307848734341842,1.1469593240972695
2008-08-01,3.153508115535818,3.0261730511488434,2.0308687938741388,1.1469560533047596
2008-08-02,3.1534161301428254,3.0262077414846242,2.0292436313341744,1.1469560533047596
2008-08-03,3.152898804520529,3.0262196133770263,2.0287367215278365,1.1469560533047596
2008-08-04,3.1525317741682453,3.0262408275042487,2.0281254327952136,1.1469560533047596
2008-08-05,3.152238932235879,3.0263304334122507,2.0275511319219834,1.1469560533047596
2008-08-06,3.1517454455415184,3.026412210156964,2.02864724613464,1.1469560533047596
2008-08-07,3.151037377282118,3.0263062107654077,2.0286720672915655,1.1469478763234853
2008-08-08,3.1498816605301254,3.0259583763382043,2.0289951216942574,1.1469478763234853
2008-08-09,3.148666374428724,3.0254613007897797,2.029272029339041,1.1469478763234853
2008-08-10,3.147316278286623,3.0249025955320468,2.0306675419827784,1.1469478763234853
2008-08-11,3.1461264947808907,3.0242644919609205,2.03377969776231,1.146951147115995
2008-08-12,3.1446716794862697,3.02362074575724,2.0373928290322776,1.146951147115995
2008-08-13,3.1433925841015773,3.0230397997864733,2.040941685428634,1.146951147115995
2008-08-14,3.142357660833792,3.022555801855389,2.0422502156338007,1.146951147115995
2008-08-15,3.141151892965171,3.0220300197986925,2.0442953868335305,1.146953763750003
2008-08-16,3.1395769911936378,3.0214444593112333,2.0458712322276384,1.1469622678105282
2008-08-17,3.1382296692427274,3.0210709378016123,2.045015335871035,1.1469622678105282
2008-08-18,3.137634100466835,3.020975351042948,2.0429387859598203,1.1469622678105282
2008-08-19,3.136758895300476,3.0209730655340667,2.041874754989303,1.1469622678105282
2008-08-20,3.1355684983579115,3.0208576544409302,2.0401651571600596,1.1469603053350224
2008-08-21,3.134612653913504,3.020677389894602,2.0383728853681746,1.1469603053350224
2008-08-22,3.133882752317201,3.020477089295313,2.0391267331691214,1.1469603053350224
2008-08-23,3.1329223302903593,3.0204041766765144,2.038420305700729,1.1469603053350224
2008-08-24,3.1319924238567562,3.0203403316482142,2.0376025081941656,1.1469603053350224
2008-08-25,3.1313216020384376,3.020170999829386,2.037686076368793,1.1469603053350224
2008-08-26,3.1302810447524765,3.0198152810998753,2.040124213090066,1.1469603053350224
2008-08-27,3.1291172136249146,3.019412484437873,2.0423266301125453,1.1469603053350224
2008-08-28,3.1283767193431453,3.0191141884438064,2.0436130759914084,1.1469603053350224
2008-08-29,3.1277676649778625,3.018894291694787,2.043569069922798,1.1469603053350224
2008-08-30,3.127228446984394,3.018784201195361,2.043138655887203,1.1469603053350224
2008-08-31,3.1269187151966125,3.0186486397920254,2.0421584640646415,1.1469936674186219
2008-09-01,3.1267643473050266,3.01838682733106,2.0431611466735005,1.1470087130641666
2008-09-02,3.126272974042279,3.018011587465937,2.0466170050233847,1.1470610457443229
2008-09-03,3.124884004206977,3.0173739180898043,2.051704989927786,1.1470610457443229
2008-09-04,3.122947747799431,3.0165691664037,2.0558228632174598,1.1470610457443229
2008-09-05,3.120780692976845,3.0159025246612154,2.0573344879326227,1.1470610457443229
2008-09-06,3.1185625769909544,3.015308831865326,2.0590424870192257,1.1470545041593032
2008-09-07,3.1164580673459135,3.0147952088127976,2.0586946385569416,1.1470545041593032
2008-09-08,3.1147430425165936,3.014435017262217,2.057501055237886,1.1470535229215504
2008-09-09,3.113363770495993,3.0141954642731426,2.0571224242054402,1.1470535229215504
2008-09-10,3.1125785780512203,3.013945164973931,2.056670820055527,1.1470535229215504
2008-09-11,3.1129193656878056,3.0137258918064047,2.0562637097262164,1.1470620269820757
2008-09-12,3.1146324161844605,3.0136257513811837,2.061050778748895,1.147070531042601
2008-09-13,3.1168340209704035,3.013570463476826,2.0685387473298626,1.147072166438856
2008-09-14,3.118343306785178,3.013687281740533,2.075225203901333,1.147072166438856
2008-09-15,3.119173704311965,3.013863512002203,2.075076737614439,1.147072166438856
2008-09-16,3.119571399516359,3.013968051072291,2.075079664126391,1.147072166438856
2008-09-17,3.119103211231452,3.0140375843825913,2.0746328020097335,1.1470636623783306
2008-09-18,3.1185273077640443,3.0141409842120837,2.0725850023687133,1.1470636623783306
2008-09-19,3.118256761387788,3.0142781023858083,2.0702488058137654,1.1470636623783306
2008-09-20,3.1180346249003614,3.014298549299309,2.0696929853215646,1.1470636623783306
2008-09-21,3.11763790763142,3.0140536006751892,2.0688183105132696,1.1470636623783306
2008-09-22,3.117354014672775,3.013711027978388,2.068126542701969,1.1470636623783306
2008-09-23,3.116296209009718,3.013495896201003,2.0670121919842783,1.1470597374273188
2008-09-24,3.1150037725530035,3.0134658102527516,2.065865243175123,1.1469223641419093
2008-09-25,3.114448657727035,3.013562783481773,2.0644282174174013,1.146887366662055
2008-09-26,3.114393521588899,3.013724521265882,2.064103835245398,1.1468127925928324
2008-09-27,3.114311830807317,3.0138009888459347,2.0640005673097614,1.1468343798233969
2008-09-28,3.114406209357594,3.013814328858964,2.063357981157653,1.146911243447376
2008-09-29,3.1145261374820614,3.0139451970827964,2.0636360539877505,1.146698641934242
2008-09-30,3.11427396671875,3.014066936138905,2.0624823579427067,1.146631917767043
2008-10-01,3.1134492512522653,3.014087549839649,2.059916159226204,1.1467097626287752
2008-10-02,3.111514925290356,3.0139219497880667,2.0587111950273362,1.1466489258880939
2008-10-03,3.109623541240339,3.013624602341297,2.05580316345645,1.1468831146317922
2008-10-04,3.1079360302223735,3.013193811782696,2.0568347318221676,1.1468788626015294
2008-10-05,3.105592647440308,3.0127049295831863,2.0562811604085964,1.1463610961472355
2008-10-06,3.1031366916723213,3.012265149482186,2.057572294126049,1.14543382647072
2008-10-07,3.1008914719898186,3.0118846094256346,2.0617431968961846,1.1452055251535391
2008-10-08,3.0986830192065096,3.0114282789578,2.063167649491447,1.1451705276736848
2008-10-09,3.096849601653019,3.010904761201013,2.0638964322594724,1.1455041485096797
2008-10-10,3.095808888147771,3.0105060068521983,2.0638393652764098,1.148214327183262
2008-10-11,3.0962055272274474,3.0103986118951163,2.065048773437872,1.1529994966250328
2008-10-12,3.0971779350549973,3.010457669909486,2.0676427740179175,1.162009548751653
2008-10-13,3.097897591628459,3.010558605916188,2.0694152105621284,1.1631863798966626
2008-10-14,3.0979548176297635,3.010561114042747,2.070374618730365,1.163448043297443
2008-10-15,3.0976997261740946,3.010473895754803,2.0704771008433474,1.163394402300283
2008-10-16,3.096584472674091,3.0105042480524347,2.0700358207772647,1.1633894961115183
2008-10-17,3.0945758624004753,3.0104744405546153,2.0682048539940157,1.1627441687493438
2008-10-18,3.091724192359291,3.01035965977039,2.059934449925904,1.1616795257874188
2008-10-19,3.088986063680172,3.010093220001417,2.0533547026513466,1.1609485036614886
2008-10-20,3.087260170790744,3.009839310300009,2.0503816103841963,1.1596781278507
2008-10-21,3.085759366080774,3.009402165483136,2.0506129403150624,1.158163750918684
2008-10-22,3.084253790820879,3.008899482101378,2.0515674438660456,1.1587443165891653
2008-10-23,3.0820633865438074,3.008301966267096,2.04796642510388,1.1597265355798445
2008-10-24,3.080023651600773,3.007615351552878,2.047522977251166,1.1597517206821695
2008-10-25,3.0791754863298166,3.0073887327920277,2.048577280279176,1.1598164823738628
2008-10-26,3.0784529143186043,3.0074943375488044,2.0485277463546567,1.1603738254175249
2008-10-27,3.076691315205724,3.007434131340812,2.0456894362212923,1.1609805574280843
2008-10-28,3.0748626826140963,3.0069757509745623,2.0459084368656937,1.1614839323953354
2008-10-29,3.073280910108269,3.006600227015789,2.0465383143686777,1.164433533080632
2008-10-30,3.0718245888015687,3.00644616089985,2.045753440121574,1.1648391113518415
2008-10-31,3.071569527784945,3.006568913154449,2.04568632002801,1.1645205361613913
2008-11-01,3.0726313699588323,3.006925153469986,2.0463538899210416,1.1643942835705148
2008-11-02,3.074618389462132,3.0073400472771072,2.048120636025346,1.1643854524307384
2008-11-03,3.077547080853444,3.0077287417125693,2.0492836806502366,1.1645731959207983
2008-11-04,3.0803811750820924,3.0078814262397833,2.0503920157600257,1.1660640231467445
2008-11-05,3.0827051564364405,3.0078418147280703,2.051900144919246,1.1688419072252787
2008-11-06,3.0849057720812016,3.0079551508520543,2.054358116888193,1.1740512984555644
2008-11-07,3.086726328910985,3.0081838129800866,2.057127410114692,1.1786827406493765
2008-11-08,3.0876939767406735,3.0080359724068573,2.0584892136763164,1.178864269633668
2008-11-09,3.087163901585765,3.0074393682026326,2.059276607975379,1.1794203043603262
2008-11-10,3.0858328879703176,3.0066021395871,2.0597474241343097,1.1807345087907455
2008-11-11,3.0844529613878677,3.0057887801788903,2.062981301133175,1.183524167722315
2008-11-12,3.083611301427606,3.0050959670969104,2.0666641538406636,1.1843680321898316
2008-11-13,3.083661561335187,3.004592992963845,2.068729810624057,1.1844762954219044
2008-11-14,3.0840478271895826,3.004239674319437,2.070935370937151,1.1851055959007812
2008-11-15,3.0846576409656135,3.0040545624465222,2.071870526992453,1.1847536586267315
2008-11-16,3.0844423069581013,3.003936755894178,2.0716109887380503,1.1849947160347005
2008-11-17,3.083314005841429,3.003657248299401,2.070790535692864,1.1868355180591903
2008-11-18,3.0806516422567354,3.003197754486153,2.0688645385631763,1.18939393196032
2008-11-19,3.0772625034257644,3.002513689397049,2.0669528488252533,1.1868885048978481
2008-11-20,3.0736956578710184,3.0017750049108685,2.066240893500951,1.1849158899352155
2008-11-21,3.0699089187363597,3.000934258242978,2.064908056988184,1.1888477096111911
2008-11-22,3.067956803145483,3.0004802746164483,2.061783571922188,1.1892640814976827
2008-11-23,3.068420732089371,3.0008601101988495,2.061176754249492,1.1867223486383527
2008-11-24,3.069843153606216,3.0016668790313212,2.0612560952401884,1.1831346163344032
2008-11-25,3.07022267101706,3.0022242311885656,2.0610068268749506,1.1855952335394915
2008-11-26,3.069932497851112,3.0024931223820603,2.0569887530623037,1.188063700646603
2008-11-27,3.070447154140586,3.0027074636819284,2.05472634254481,1.1851961968533014
2008-11-28,3.0723033771032293,3.002970817305842,2.0556332089845757,1.1850813920362089
2008-11-29,3.074786189393323,3.0031620661075165,2.0579271337002183,1.1840465132861226
2008-11-30,3.0773663442052026,3.0034391877938345,2.0610816968057204,1.1870020013979368
2008-12-01,3.0788802562549518,3.0037494455079363,2.060424721969848,1.1832206381774097
2008-12-02,3.0792126922924963,3.0037634757995297,2.056107331018119,1.1643550340603979
2008-12-03,3.0793458610146445,3.0036829915536027,2.050739810027644,1.160758143537421
2008-12-04,3.077910179873389,3.0033014583098137,2.0507219799826037,1.1570238797290344
2008-12-05,3.0758781127649106,3.0026400605775008,2.0499931972145786,1.1484131913678552
2008-12-06,3.0753104639923636,3.002545713598848,2.048891934508673,1.1458995873241091
2008-12-07,3.0743354458664887,3.002729504198663,2.0463480097998046,1.137990811035523
2008-12-08,3.0733504231931246,3.002928138633534,2.045119362531992,1.1381687421480537
2008-12-09,3.0731845690955018,3.003392106759109,2.047260864750139,1.1465979015249417
2008-12-10,3.0728704073589466,3.003869992314359,2.0519498414277626,1.1469596511765203
2008-12-11,3.0723487099953344,3.004016920532494,2.0542853605493887,1.141079093323233
2008-12-12,3.0711554044091467,3.0039340741863847,2.0568899019919273,1.142293865661356
2008-12-13,3.069756042892826,3.0040213031382814,2.0554988875054496,1.1525092048278205
2008-12-14,3.068900871176407,3.0041568840121333,2.055044925887575,1.1588882314595945
2008-12-15,3.067018993946035,3.004211406313154,2.0534700289001186,1.1578432132527279
2008-12-16,3.065339637288218,3.0036284671856395,2.0496409047897,1.1536130972998626
2008-12-17,3.064701772773007,3.0031160571617956,2.0512437120300318,1.1605965663874391
2008-12-18,3.0646402528928913,3.002719201075066,2.051743251361824,1.1714376081610198
2008-12-19,3.0639026545392367,3.0024063264199556,2.0547203540342416,1.1961667620102683
2008-12-20,3.061732666458281,3.001825680841505,2.053615677064392,1.2098582994561
2008-12-21,3.056864917665001,3.0008620801343024,2.053313894068017,1.2232950421654216
2008-12-22,3.0516337156826605,2.999577779170279,2.0543084745743423,1.242075278597929
2008-12-23,3.048282255700892,2.998532919904611,2.0518957551513184,1.2495663746830192
2008-12-24,3.0467994130005964,2.9982291370674603,2.0540510770092384,1.254869964737586
2008-12-25,3.046348717343763,2.998296967779524,2.0578356260070554,1.2657751140443578
2008-12-26,3.047193788665505,2.998601954780434,2.058040779914351,1.2735959060144313
2008-12-27,3.048958102078182,2.999433115732698,2.0600258763270682,1.2755237111196807
2008-12-28,3.0500546455567417,3.0003383873208063,2.0628309380329792,1.2664613263129043
2008-12-29,3.050890688615948,3.0010563688115166,2.0608715298918403,1.2600067443741552
2008-12-30,3.051193685724068,3.0016379898937218,2.059105325734193,1.2641498572462608
2008-12-31,3.050072600878176,3.0019740258791225,2.0573045182824483,1.2623286799768296
2009-01-01,3.0501080868799963,3.002075374339835,2.057802377579602,1.2605241837491983
2009-01-02,3.0530149423647837,3.0028610077017754,2.0585867911720466,1.2555430938360934
2009-01-03,3.0559717769698542,3.0036758576294575,2.0590182891009565,1.2629308328778754
2009-01-04,3.055835072390357,3.0037877287446872,2.0584169992841694,1.2690972579965154
2009-01-05,3.0529648242942207,3.003094448496059,2.057641283935582,1.2707761557917723
2009-01-06,3.0494772377771513,3.002195828200013,2.0607506486898264,1.2667478477367589
2009-01-07,3.0463848587121127,3.001456652681238,2.0663529409724437,1.2671593134344858
2009-01-08,3.043487339750331,3.0008915212498044,2.0640475269876566,1.2688983938119223
2009-01-09,3.0410571828999045,3.0004709312001876,2.060965530539629,1.2726257889560382
2009-01-10,3.0383967443392885,3.000192356918175,2.060255743001958,1.2778783546474528
2009-01-11,3.0358765837918176,2.99977336451969,2.0575344662493373,1.282066931535444
2009-01-12,3.0341485837255533,2.999503243317303,2.0571554287568983,1.288735423304331
2009-01-13,3.0319661465076058,2.9993720369599712,2.0574899182340687,1.2962225944384098
2009-01-14,3.0295718797326368,2.9991857762442127,2.0574905143753925,1.3012887249567684
2009-01-15,3.026730479883666,2.9987884774667064,2.0571272204333617,1.2995107221484659
2009-01-16,3.0237910949938778,2.998311060205146,2.0556723375332666,1.298284502036559
2009-01-17,3.022870728803875,2.9985347960140607,2.052901526856126,1.2900918209581262
2009-01-18,3.024465844080358,2.9992821281455724,2.0520947308667155,1.2894088794820897
2009-01-19,3.0277403987129454,3.000254058549735,2.0504711399720588,1.2931830469590953
2009-01-20,3.03090790768556,3.001236420046283,2.0490426498741963,1.2880312216769811
2009-01-21,3.0333790027745144,3.002166786690339,2.0483564641134713,1.2786751197028288
2009-01-22,3.0364092634469313,3.003171358903906,2.047069069827957,1.2664318891803166
2009-01-23,3.039802505833719,3.004354082626463,2.0461099868277155,1.262752901765345
2009-01-24,3.0422766371925594,3.0050731017512833,2.0461082255010776,1.2612283853765482
2009-01-25,3.0436948895976457,3.005073498898876,2.046038883426217,1.2671501552154585
2009-01-26,3.0426299945838036,3.004491326202351,2.044616652812252,1.2717479082464203
2009-01-27,3.0393668019929816,3.003481146903474,2.044480624201154,1.2734497015892454
2009-01-28,3.0368734026330033,3.0026114548787852,2.0476293342827514,1.2785240090888783
2009-01-29,3.036216254824806,3.0021470821692793,2.0479613579026297,1.2830360673560843
2009-01-30,3.0374613273710285,3.0022800981095488,2.0446265433387563,1.2744728054862966
2009-01-31,3.038920250443799,3.003045615015706,2.042203445637236,1.2686668217022317
2009-02-01,3.0401128527914114,3.003870151704871,2.0349472947391263,1.2492000459219268
2009-02-02,3.040116883550415,3.004320610313249,2.032921498132411,1.2426522463966496
2009-02-03,3.037816516337155,3.0042450063030053,2.0316345103068905,1.235311279687757
2009-02-04,3.0332038501286895,3.0037785810702706,2.0291355129759507,1.2250897260155238
2009-02-05,3.0289239532595795,3.0032787396837604,2.0249689457790767,1.214064865702895
2009-02-06,3.0282035960325357,3.003503616447552,2.0179383530799275,1.1963397869340344
2009-02-07,3.030196034259574,3.004320403498611,2.015496937581375,1.181804385020686
2009-02-08,3.032405176034839,3.005132551093204,2.0155329499367833,1.1786611534188123
2009-02-09,3.034823759325511,3.0054828808741982,2.0173879249569717,1.179449414413663
2009-02-10,3.0393747358857652,3.005987490591844,2.019473118917377,1.179410491982797
2009-02-11,3.044432152617403,3.00700195397834,2.024018967482686,1.1756513701513363
2009-02-12,3.0476580566411986,3.007669620015717,2.0235467693597773,1.1676127434001131
2009-02-13,3.0497342706382744,3.0079957005777658,2.01916597064909,1.1603205114996158
2009-02-14,3.0514843262155793,3.0080444411474128,2.01915846468788,1.1558123781834215
2009-02-15,3.052802045702813,3.007880889724828,2.0198124588171344,1.1539369057583284
2009-02-16,3.0532935140543014,3.007786051438525,2.0186111798555393,1.1540180214125701
2009-02-17,3.052844419173179,3.0079290974490274,2.0131927429765675,1.1557414019859598
2009-02-18,3.0535135365080426,3.0079452969368172,2.011143127814244,1.153527075456856
2009-02-19,3.0544446887983057,3.0082074908085024,2.0127052890552437,1.1569937884379446
2009-02-20,3.0546277739413945,3.008310184313091,2.0123537282583532,1.1594370704427313
